mono_status, stereo_status, nr_keypoints
VALID, VALID, 779, VALID, VALID, 800, VALID, VALID, 781, VALID, VALID, 800, VALID, VALID, 767, VALID, VALID, 800, VALID, VALID, 763, VALID, VALID, 800, VALID, VALID, 761, VALID, VALID, 733, VALID, VALID, 683, VALID, VALID, 587, VALID, VALID, 677, VALID, VALID, 759, VALID, VALID, 765, VALID, VALID, 721, VALID, VALID, 757, VALID, VALID, 737, VALID, VALID, 790, VALID, VALID, 781, VALID, VALID, 779, VALID, VALID, 764, VALID, VALID, 747, VALID, VALID, 762, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 781, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 785, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, VALID, VALID, 800, 
