timestamp, x, y, z, qx, qy, qz, qw, vx, vy, vz, bgx, bgy, bgz, bax, bay, baz
51194772872447, 0.00437601193672359709, 0.0048106502036254156565, 0.43049021798992692656, -0.0023896070117262213119, 0.03571371593719910309, 0.00049898860872616508308, 0.99935908025226605211, 0.032366421726784798396, 0.035696324151628301691, 2.9438990340886643793, 0.0085946704789279376735, 0.016590417838494478375, -0.0026948576002618291128, -0.038961403008267621317, -0.012101071315851780197, -0.16167913417688639655
51194979447040, 0.01773537661273662247, 0.013906633371093081453, 1.1662174057789020942, -0.0055397473122084459757, 0.034079688828713650128, 0.0030576989752610097238, 0.99939908769521679233, 0.070033755162685146223, 0.038213259599772966824, 4.7947087981995020201, 0.0085645710622007029111, 0.017315751398921469528, -0.0027098495016651177186, -0.13485504017667260257, -0.014884199003383884186, -0.066783812449255103294
51195186105344, 0.064224317089964622074, 0.01769761342791193251, 2.2344281493804669658, -0.00097909467989087885405, 0.032331904223052349012, 0.010148081383705589639, 0.99942518768897792292, 0.25406459289190175266, 0.043739263388671470456, 6.5022502092658456263, 0.0084760215465661745138, 0.019064961555770629231, -0.0027312653993297130416, -0.36271372453360672949, -0.022687113098335091876, 0.26477547758254704746
51195392588287, 0.21417755478498787247, 0.045599052949182386496, 3.540098646029198548, 6.6456603151012996105e-05, 0.028790253644117781706, 0.022492397615625787238, 0.99933238160690440743, 0.70364458645741134735, 0.21703161176267707355, 7.9323830458739506, 0.0082882766775609247045, 0.02266325835545809908, -0.0027409778643358263459, -0.81089500366319899882, -0.040756270530182742151, 1.0423758202262534134
51195599138815, 0.51178248273771875798, 0.10956290935917832596, 4.8428028118195687313, -0.0054123801338067430849, 0.025637322776089578602, 0.038511099263073195198, 0.99891457545463391288, 1.3529086552143196887, 0.40405162612543576994, 8.6646574408150414115, 0.0080745998753275170789, 0.027492233176654275878, -0.0027920133927419460429, -1.3644689000643128729, -0.049544290217974379376, 2.2467189846574533441
51195806467071, 0.9873728437636857258, 0.19355678898172457014, 5.9538497855767609224, -0.0052461419121576776878, 0.018201509075885902861, 0.056230661050053518113, 0.99823809575685507056, 2.1633825665714354614, 0.51341391748670561768, 8.5767604294931469866, 0.007925964138179718288, 0.032795371580854923432, -0.0028772352388831017901, -1.9152011734459055692, -0.035977408039101585469, 3.9541250892109651716
51196012086784, 1.671316415062124916, 0.3031800093765408266, 6.6983687614403226718, -0.0030802890525323273901, 0.0077477293638766433007, 0.074753592814150449097, 0.99716718000064230587, 3.0808488494420074311, 0.76409437884696784771, 7.780922653690509172, 0.0079592748965784283766, 0.038385566648312982596, -0.0029792384363748992612, -2.428785343338157432, 0.0077322214323742033404, 5.9849801938077415997
51196220090880, 2.519429859788901549, 0.44800160280093342946, 7.0294756294174769451, -0.0075377559214159159384, -0.0017805786348791790685, 0.093206670564839999571, 0.99561665732229065462, 4.0291037480607396759, 1.0285216778274088867, 6.3884966638608080558, 0.0081865932211898969489, 0.043348718466735651489, -0.0031091821349353396427, -2.7795840097837132276, 0.079026613043368304501, 7.98008931629340168
51196425293056, 3.4920050855656343813, 0.61806148424452789225, 7.0499755984398149167, -0.013973058883897843813, -0.0080104546781049057458, 0.10916058872458227202, 0.99389363219138271432, 4.9254708351380518394, 1.2096273196176929865, 4.8338267540229624686, 0.0085586541685244536815, 0.047157254813397511684, -0.0032738917120696130365, -2.9348334061547132201, 0.16692188536515889519, 9.676641723026815356
51196632306432, 4.4815267605120361338, 0.79707317455741732992, 6.9500802108582568906, -0.01756123422923934474, -0.011048651590102017209, 0.11997451402706262036, 0.99256014746430165641, 5.6509312056795151236, 1.3453197907505693998, 3.4436716671541409696, 0.0089721579452449219672, 0.049455568044456339749, -0.0034118863601220435558, -2.8880579428090382699, 0.24283263835790908081, 10.890038887416942259
51196839438848, 5.3621236341025539929, 0.9961462001873875316, 6.8549358707560115178, -0.023326873041727338304, -0.014673844942401953473, 0.12393651046203182919, 0.99190739317901854832, 6.0518937169358224537, 1.4371289033875718211, 2.1560299198422763212, 0.00927209737883554104, 0.050281673485281078162, -0.0034530436737619397275, -2.6094148635231837474, 0.27653414934942538439, 11.642534373280362558
51197046711039, 6.2991671158560391675, 1.1723548830343644145, 6.6831202334253552166, -0.027897826168040849165, -0.020811478778173561621, 0.12203252901311546774, 0.99191564939203691331, 6.4000839585956699196, 1.3293187988725085891, 1.1542518595232478251, 0.0094431491338125717744, 0.050465491578536206263, -0.0035696090418931352914, -2.2928334755738029038, 0.32674809129975090904, 12.189081097558156941
51197253974528, 7.2832771755600402841, 1.360849224625735765, 6.2359836196934166352, -0.029813613894294481443, -0.017346129240096840041, 0.11456525517537724523, 0.99281673159427985542, 6.5610767818326145573, 1.2047993469178468473, -0.10758979556269920863, 0.0092088075646312907846, 0.045504184800248856368, -0.0033140615470850093294, -1.9415899714394411202, 0.31905305828336910645, 12.721611186858588383
51197461267200, 8.1788643850343270003, 1.513698711499691596, 5.389566079764440687, -0.016234273531866082879, 0.022403700311307454124, 0.10949955013119715141, 0.99360171653249418355, 6.1181897433370817652, 1.0716548815353208468, -0.74785723645897894674, -0.0044903664047240745422, 0.0162669567360649997, -0.0080835075263031574977, -1.3052782938296592086, 0.20475089553597794478, 11.762022741913648716
51197668512511, 9.1239735271428958896, 1.5895654793361286838, 4.6541383079692293379, -0.0045310140787543674856, 0.019137939619977829137, 0.085128909604298155789, 0.99617582681377248033, 5.9628858190471980549, 0.89975436949476617077, -0.78466542622910706584, -0.011811282122006890039, 0.018624967909944070699, -0.0012373815498464887236, -0.87766668005846049105, -0.0064028228174089485414, 10.667768218460617291
51197878632703, 10.378709470534939641, 1.7173341746479229286, 3.9827210381169741993, -0.0039870108838103365811, 0.033645513421186386271, 0.054624733599463674849, 0.99793197245605103074, 5.3442752324696067845, 0.62617818691127169473, -0.61990502079387710399, -0.013732274079402822034, 0.0075516102619745603675, 0.0061743215806868111117, 0.27029067944074980367, -0.22078942185648464669, 9.9810987483320854352
51198083997440, 11.470860508723582427, 1.7807730862464328236, 3.6120007863235641388, -0.0071224328217977883951, 0.041100667944227280148, 0.025914234948217675786, 0.99879350141672706975, 5.0690043974488272482, 0.29461756743629907707, -0.40548748408326046322, -0.010005192875432292188, 0.0032556814387500456962, 0.011217579323570595756, 0.48034118417761240138, 0.0066087907732844120012, 9.7521960628830512974
51198290359808, 12.380177165136538875, 1.8255992397808162853, 3.4686265511975555853, -0.013841744900595262871, 0.040464166190632644415, 0.00047261496083278003695, 0.99908499837986874947, 5.1596331393247973907, 0.047116703537619451791, -0.41212609618078571705, -0.0051711176069859365878, 0.0031578944422248748404, 0.012752615279535693335, -0.057048158371221457941, 0.14725082687085613853, 9.7434091845399013465
51198499237119, 13.35628548215206024, 1.7736522817396425111, 3.3100635953971093706, -0.018107602790207375648, 0.042305519308201866568, -0.028227459603597088861, 0.99854172085175407769, 5.2173206255816868548, -0.21749718858607919314, -0.41841744923731799544, -0.002683397675987975791, 0.002562695716774209681, 0.015149660217494375497, -0.16130430267053291749, 0.064073108885830246106, 9.8518876009612039724
51198705462527, 14.286117203380785057, 1.6921303261305415955, 3.2584111047536090666, -0.019725318516974534727, 0.041639730155748823359, -0.052300234189478045366, 0.99756790755601487675, 5.0780575361971571624, -0.39263521018934577356, -0.35835653444795062539, -0.0023443163937024251962, 0.0048850189322785907836, 0.014644738209090974596, 0.11042292549202220586, -0.066123963216771511342, 9.7669112033605536283
51198911591680, 15.201294750060963423, 1.5956025068734891459, 3.1992402336193435097, -0.020912762503166766603, 0.041445453364576792521, -0.075124966053870090299, 0.99609295260798602634, 4.9322968210826001467, -0.55838418525211264143, -0.33031870790303191621, -0.0015116536633829474878, 0.0048431656237436599907, 0.014409773007117387261, 0.15058670752231317902, -0.13934591483978142623, 9.5876770911435755806
51199118462719, 16.206181111630680647, 1.4980018798334202579, 3.1090488721023668006, -0.023813796407399907135, 0.040549996892929554559, -0.091106154725704491248, 0.9947302495771133124, 4.9433412701218779617, -0.60650711491388309415, -0.38586879115123429163, -0.00078485622947658878132, 0.004279744642581989611, 0.012734794939630311728, -0.075080418250224406629, -0.29845987418776365185, 9.7819565815378552998
51199325111552, 17.221197396438945759, 1.3538369994235452953, 3.01674457268420948, -0.022066231948939602631, 0.041118284703458199414, -0.10498572986099127813, 0.99337825856829364835, 4.7429029138530820475, -0.72860010557656051944, -0.368648989074279676, -0.0022904107707489894732, 0.0030427501312597195551, 0.013116614808347139623, 0.32068002640880044485, -0.21518156962587786651, 9.9121647370789567333
51199531934207, 18.083573920161619242, 1.2286321912881192908, 2.9558505271103792111, -0.022819426846080060473, 0.040682005265378476389, -0.10702272614658490946, 0.99316181173772333235, 4.6771136620107256476, -0.71591764155012704851, -0.34579974716260858392, -0.00052141312680464217515, 0.0034554111764918400522, 0.00997670241817724332, 0.090448882327438556716, -0.16184493647281164574, 9.7894968632727028535
51199738029567, 18.974701061110504696, 1.1448784396044027201, 2.7299726564453767885, -0.022823792913876293081, 0.041272476585083782419, -0.10628840419581216115, 0.99321620621447059829, 4.5907538230916520305, -0.77013105065237663638, -0.35207649383564426637, -0.00030026817953766898493, 0.0034021707506246027727, 0.007599737886248389418, 0.1134199693642810175, -0.046238604769029995056, 9.7812415837390105366
